restaurant_id,restaurant_name,country,month,amount,number_of_guests,number_of_bookings
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2004_07,167.18,9,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2004_08,516.13,19,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2004_09,238.14000000000001,2,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2004_10,216.37,3,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2004_11,59.95,5,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2004_12,417.49000000000007,19,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2005_01,34.79,9,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2005_03,354.55,14,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2005_04,643.87,38,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2005_05,239.56,15,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2005_06,361.02,22,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2005_07,321.03000000000003,16,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2005_08,555.08,29,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2005_09,175.72000000000003,17,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2005_10,498.59000000000003,27,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2005_11,440.69,24,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2005_12,181.4,8,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2006_01,14.1,12,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2006_02,67.25,11,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2006_03,192.99999999999997,30,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2006_04,167.96,12,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2006_05,233.71,13,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2006_06,516.3199999999999,38,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2006_07,276.44000000000005,17,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2006_08,174.78,10,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2006_09,186.95000000000002,15,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2006_10,377.09,14,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2006_11,240.20999999999998,13,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2006_12,133.09,17,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2007_01,90.73,21,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2007_02,142.28,6,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2007_03,372.46000000000004,31,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2007_04,122.48,1,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2007_05,131.29,9,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2007_06,101.08999999999999,25,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2007_07,295.0,15,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2007_08,492.06,33,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2007_09,448.03,22,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2007_10,201.51,9,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2007_11,112.48,1,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2008_01,310.08000000000004,27,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2008_02,30.0,9,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2008_03,373.00000000000006,15,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2008_04,231.29,9,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2008_05,65.52,1,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2008_06,357.07,12,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2008_07,79.7,8,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2008_08,171.5,9,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2008_09,211.43,8,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2008_11,529.48,38,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2008_12,189.05,2,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2009_01,179.91,5,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2009_02,317.64,31,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2009_03,196.25,15,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2009_04,368.97999999999996,24,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2009_05,354.31,37,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2009_06,624.92,23,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2009_07,381.79,9,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2009_08,163.02,18,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2009_09,215.14,13,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2009_10,155.14,23,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2009_11,735.61,32,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2009_12,250.85000000000002,7,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2010_01,88.18,6,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2010_03,216.21,18,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2010_04,112.93,4,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2010_06,292.74,13,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2010_07,174.0,5,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2010_08,120.61999999999999,13,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2010_10,201.82,6,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2010_11,265.51,24,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2010_12,554.02,30,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2011_01,213.09,19,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2011_02,94.84,10,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2011_04,318.02,31,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2011_05,449.23,22,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2011_06,138.22,1,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2011_07,317.16999999999996,18,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2011_08,552.3800000000001,24,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2011_09,413.73,14,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2011_10,287.77,15,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2011_11,539.1700000000001,24,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2011_12,989.98,57,8
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2012_01,350.42,9,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2012_02,487.61,36,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2012_03,328.84000000000003,9,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2012_04,377.93,14,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2012_05,405.73,33,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2012_06,195.6,10,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2012_07,173.0,13,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2012_08,330.61,6,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2012_10,315.84000000000003,15,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2012_11,23.42,3,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2012_12,467.65,44,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2013_01,272.36,12,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2013_02,115.86,9,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2013_03,200.42,14,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2013_04,228.08,16,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2013_05,471.56000000000006,30,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2013_06,396.86,13,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2013_07,117.55,18,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2013_08,508.23,26,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2013_09,549.4200000000001,35,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2013_12,164.55,9,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2014_01,74.72999999999999,17,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2014_02,365.91999999999996,8,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2014_03,507.05999999999995,17,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2014_04,245.89,21,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2014_05,463.86,14,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2014_06,185.86,14,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2014_07,448.86,16,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2014_08,56.88,10,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2014_09,104.77000000000001,14,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2014_10,271.17,15,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2014_11,61.08,6,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2014_12,329.78,5,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2015_01,261.22,22,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2015_02,142.73,7,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2015_03,367.07,14,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2015_04,20.73,7,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2015_05,420.78999999999996,21,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2015_06,295.90999999999997,15,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2015_07,444.65999999999997,20,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2015_08,448.96000000000004,21,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2015_09,576.21,38,6
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2015_10,199.37,9,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2015_11,288.65999999999997,15,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2015_12,99.17,7,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2016_01,394.65,18,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2016_02,591.13,30,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2016_04,224.07,12,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2016_05,223.96999999999997,37,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2016_06,299.27,19,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2016_07,847.4200000000001,73,9
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2016_08,194.49,3,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2016_09,159.42,10,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2016_10,146.58,7,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2016_11,45.71,10,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2016_12,149.96,9,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2017_01,377.13,11,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2017_02,500.69999999999993,30,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2017_03,118.62,2,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2017_04,260.11,10,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2017_05,63.03,7,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2017_06,403.73,24,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2017_07,278.88,20,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2017_08,150.49,11,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2017_10,116.86000000000001,12,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2017_12,153.3,7,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2018_01,364.3,10,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2018_02,227.4,28,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2018_03,159.05,16,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2018_04,684.96,25,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2018_05,405.71999999999997,23,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2018_06,671.29,51,6
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2018_07,185.73000000000002,11,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2018_08,267.97,15,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2018_09,260.0,20,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2018_10,545.4399999999999,20,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2018_12,137.97,10,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2019_01,438.70000000000005,22,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2019_02,224.13,20,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2019_03,375.28,37,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2019_04,294.54,28,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2019_05,208.7,18,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2019_06,354.37,15,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2019_07,132.85,5,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2019_08,212.49,15,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2019_09,114.8,8,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2019_10,311.97,31,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2019_11,495.53,17,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2019_12,184.82999999999998,13,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2020_01,801.1899999999999,50,6
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2020_02,362.68,18,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2020_03,145.74,3,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2020_04,34.15,2,1
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2020_05,413.26,19,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2020_06,347.26,16,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2020_07,127.38,20,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2020_08,63.03,20,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2020_09,330.89,53,5
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2020_11,212.05,17,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2020_12,449.98,27,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2021_01,173.71,18,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2021_02,369.99,31,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2021_03,538.94,33,6
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2021_04,497.16,15,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2021_05,255.09000000000003,19,3
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2021_07,241.41000000000003,10,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2021_08,305.31,10,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2021_09,392.74,22,4
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2021_10,250.62,18,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2021_11,176.51999999999998,13,2
18edc623-4264-40d3-a292-1b7e24e92fb4,Essilor,France,2021_12,435.31,14,4
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2000_02,237.41,8,2
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2000_06,201.70999999999998,6,2
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2000_07,119.56,6,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2000_09,65.51,12,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2001_01,168.73,2,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2001_02,46.6,2,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2001_03,310.78000000000003,8,3
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2001_04,53.510000000000005,14,2
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2001_05,175.54,2,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2001_06,157.67,2,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2001_07,13.89,11,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2001_08,116.29,3,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2001_10,75.85,1,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2001_11,231.33,19,4
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2001_12,95.09,4,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2002_01,175.17000000000002,18,2
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2002_03,182.79,4,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2002_04,71.02,3,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2002_05,123.66,12,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2002_06,139.74,10,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2002_07,159.67,3,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2002_08,279.69,11,2
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2002_10,30.49,4,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2002_11,147.39,12,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2002_12,15.39,10,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2003_01,19.98,8,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2003_04,172.84,1,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2003_05,146.97,3,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2003_06,348.75,19,4
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2003_08,181.81,4,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2003_09,71.07,6,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2003_10,308.37,28,4
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2003_11,75.09,6,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2003_12,109.16,18,2
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2004_03,253.06,8,2
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2004_04,298.02,10,2
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2004_07,61.99,7,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2004_08,111.34,10,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2004_10,49.24,1,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2004_12,129.34,5,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2005_01,66.22,10,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2005_02,13.35,7,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2005_03,136.59,7,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2005_05,11.2,6,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2005_07,47.31,12,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2005_08,51.44,8,1
19ad4a46-3ac0-405d-97b3-65a16d066f4b,Chargeurs,France,2005_09,130.89,4,1
